id,freq,baud,location,time,demod,demodrate,inforate,isdiff,isDAOPU,isTDMA,codeType,frameLen,poly,transport
1,19547.62962,143.314,04N2K1,2016/1/7 11:01,,145.807,0,·ñ,·ñ,,,NA,,NA
2,20609.37012,21.97,04B6K2,2016/1/9 19:19,,NA,NA,,,,,NA,,NA
3,19466.33008,50.424,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
4,20608.21484,87.525,04B6K2,2016/1/8 16:12,,NA,NA,,,,,NA,,NA
5,11955.12866,138.411,04N2K1,2016/1/8 18:16,8PSK,202.588,0,·ñ,·ñ,,,NA,,NA
6,19452.12109,35.352,04B6K2,2016/1/8 13:08,,NA,NA,,,,,NA,,NA
7,19463.08106,22.329,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
8,20608.7959,79.882,04B6K2,2016/1/8 13:08,QPSK,537.595,768000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
9,20608.78711,59.111,04B6K2,2016/1/8 13:55,QPSK,537.595,768000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
10,20604.04981,400.289,04B6K2,2016/1/9 20:29,,NA,NA,,,,,NA,,NA
11,20564.22363,373.091,04B6K2,2016/1/8 13:56,,NA,NA,,,,,NA,,NA
12,11642.25981,455.566,04B6K2,2016/1/8 13:56,,NA,NA,,,,,NA,,NA
13,20606.885,458.414,04B6K2,2016/1/8 13:56,,NA,NA,,,,,NA,,NA
14,20631.41797,67.781,04N2K1,2016/1/7 11:01,8PSK,97.823,0,·ñ,·ñ,,,NA,,NA
15,19631.11621,26341.693,04N2K1,2016/1/7 9:39,8PSK,29999.836,0,·ñ,·ñ,,,NA,,NA
16,19469.33203,58.357,04N2K1,2016/1/7 11:01,QPSK,33.914,0,·ñ,·ñ,,,NA,,NA
17,19467.96875,43.141,04N2K1,2016/1/7 11:01,8PSK,45.219,0,·ñ,·ñ,,,NA,,NA
18,19464.3125,40.712,04N2K1,2016/1/7 11:01,8PSK,58.492,0,·ñ,·ñ,,,NA,,NA
19,19462.74902,27.626,04N2K1,2016/1/7 11:01,8PSK,79.128,0,·ñ,·ñ,,,NA,,NA
20,19468.1416,57.477,04N2K1,2016/1/7 11:01,8PSK,91.459,0,·ñ,·ñ,,,NA,,NA
21,19466.94336,34.04,04N2K1,2016/1/7 9:40,QPSK,33.914,0,·ñ,·ñ,,,NA,,NA
22,20608.98145,52.043,04N2K1,2016/2/5 12:02,,0,0,,,,,NA,,NA
23,19467.52344,64.144,04N2K1,2016/1/7 11:01,8PSK,79.132,0,·ñ,·ñ,,,NA,,NA
24,19468.86719,43.261,04N2K1,2016/1/7 11:01,8PSK,33.914,0,·ñ,·ñ,,,NA,,NA
25,12171.41357,167.812,04N2K1,2016/1/29 12:32,QPSK,96.625,0,·ñ,·ñ,,,NA,,NA
26,19467.87891,43.743,04N2K1,2016/1/7 11:01,8PSK,56.523,0,·ñ,·ñ,,,NA,,NA
27,19464.02344,84.736,04N2K1,2016/1/7 11:01,QPSK,45.219,0,·ñ,·ñ,,,NA,,NA
28,19464.15918,68.489,04N2K1,2016/1/7 11:01,8PSK,45.218,0,·ñ,·ñ,,,NA,,NA
29,19466.34375,36.656,04N2K1,2016/1/7 9:40,QPSK,33.914,0,·ñ,·ñ,,,NA,,NA
30,19464.77051,36.564,04N2K1,2016/1/7 11:01,QPSK,33.914,0,·ñ,·ñ,,,NA,,NA
31,19464.46191,66.448,04N2K1,2016/1/7 11:01,,0,0,,,,,NA,,NA
32,19467.6709,43.658,04N2K1,2016/1/7 11:01,8PSK,33.914,0,·ñ,·ñ,,,NA,,NA
33,19463.77637,36.649,04N2K1,2016/1/7 11:01,QPSK,22.61,0,·ñ,·ñ,,,NA,,NA
34,19470.50781,54.45,04N2K1,2016/1/7 11:01,8PSK,90.437,0,·ñ,·ñ,,,NA,,NA
35,19468.02441,62.951,04N2K1,2016/1/7 11:01,QPSK,90.437,0,·ñ,·ñ,,,NA,,NA
36,19470.31836,37.584,04N2K1,2016/1/7 11:01,8PSK,22.609,0,·ñ,·ñ,,,NA,,NA
37,20569.80371,216.849,04N2K1,2016/1/7 9:41,,0,0,,,,,NA,,NA
38,19469.96191,77.167,04N2K1,2016/1/7 11:01,,113.046,0,,,,,NA,,NA
39,19549.35156,40.263,04N2K1,2016/1/7 11:01,QPSK,45.219,0,·ñ,·ñ,,,NA,,NA
40,19466.27637,53.917,04N2K1,2016/1/7 11:01,8PSK,90.436,0,·ñ,·ñ,,,NA,,NA
41,19470.36328,45.086,04N2K1,2016/1/7 11:01,8PSK,56.523,0,·ñ,·ñ,,,NA,,NA
42,19465.88281,45.63,04N2K1,2016/1/7 11:01,8PSK,33.914,0,·ñ,·ñ,,,NA,,NA
43,19469.38965,32.512,04N2K1,2016/1/7 9:41,8PSK,22.609,0,·ñ,·ñ,,,NA,,NA
44,19102.23145,111.54,04N2K1,2016/1/7 9:41,QPSK,40.514,0,·ñ,·ñ,,,NA,,NA
45,20565.73535,553.006,04N2K1,2016/1/19 6:33,8PSK,300.39,0,·ñ,·ñ,,,NA,,NA
46,19469.625,61.786,04N2K1,2016/1/7 11:01,8PSK,33.914,0,·ñ,·ñ,,,NA,,NA
47,19101.78027,116.138,04N2K1,2016/1/7 9:42,8PSK,87.508,0,·ñ,·ñ,,,NA,,NA
48,20567.80859,260.597,04N2K1,2016/1/7 11:01,,0,0,,,,,NA,,NA
49,12030.05469,132.7,04N2K1,2016/1/7 9:42,8PSK,102.736,0,·ñ,·ñ,,,NA,,NA
50,12029.56421,107.768,04N2K1,2016/1/7 9:42,QPSK,42.666,0,·ñ,·ñ,,,NA,,NA
51,12171.74268,166.291,04N2K1,2016/1/10 9:37,8PSK,159.936,0,·ñ,·ñ,,,NA,,NA
52,12029.42554,215.46,04N2K1,2016/1/7 9:42,8PSK,42.666,0,·ñ,·ñ,,,NA,,NA
53,12028.8999,163.717,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
54,19467.27539,36.549,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
55,19467.36719,56.566,04N2K1,2016/1/7 9:42,,NA,NA,,,,,NA,,NA
56,19471.2627,48.214,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
57,20554.65421,264.798,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
58,20554.50845,256.256,04N2K1,2016/1/8 14:07,QPSK,140.873,0,·ñ,·ñ,,,NA,,NA
59,20554.65421,264.798,04N2K1,2016/1/17 20:24,8PSK,283.028,0,·ñ,·ñ,,,NA,,NA
60,20570.61914,239.152,04N2K1,2016/2/5 12:05,QPSK,268.798,384000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
61,20585.44531,258.076,04N2K1,2016/2/5 12:05,QPSK,268.797,384000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
62,20529.8125,308.741,04N2K1,2016/2/5 12:05,,0,0,,,ÊÇ,,NA,,NA
63,20568.6084,249.29,04N2K1,2016/1/7 11:01,8PSK,357.055,0,·ñ,·ñ,,,NA,,NA
64,20570.20898,260.065,04N2K1,2016/2/5 12:05,QPSK,268.797,384000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
65,20569.4082,257.585,04N2K1,2016/1/7 11:01,8PSK,176.842,0,·ñ,·ñ,,,NA,,NA
66,19020.99902,30.371,04N2K1,2016/1/7 11:01,8PSK,39.694,0,·ñ,·ñ,,,NA,,NA
67,20539.89063,66.816,04N2K1,2016/1/8 5:39,8PSK,88.762,0,·ñ,·ñ,,,NA,,NA
68,20604.06738,401.925,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
69,20628.59473,239.093,04B6K2,2016/1/8 10:06,,NA,NA,,,,,NA,,NA
70,20628.5957,75.834,04B6K2,2016/1/7 13:21,,NA,NA,,,,,NA,,NA
71,12064.76856,131.861,04N2K1,2016/2/2 12:32,8PSK,194.846,0,·ñ,·ñ,,,NA,,NA
72,11851.09645,15.186,04N2K1,2016/1/7 11:01,8PSK,17.766,0,·ñ,·ñ,,,NA,,NA
73,11804.47683,15.186,04N2K1,2016/1/7 11:01,QPSK,19.33,0,·ñ,·ñ,,,NA,,NA
74,11824.4939,963.85,04N2K1,2016/1/7 11:01,8PSK,1154.446,0,·ñ,·ñ,,,NA,,NA
75,12029.46021,122.274,04N2K1,2016/1/7 11:01,8PSK,175.301,0,·ñ,·ñ,,,NA,,NA
76,12028.90283,163.717,04N2K1,2016/1/7 11:01,,0,0,,,ÊÇ,,NA,,NA
77,12029.18091,194.624,04N2K1,2016/1/7 11:01,,0,0,,,ÊÇ,,NA,,NA
78,11666.50024,507.476,04B6K2,2016/1/9 14:50,8PSK,585.136,0,,,,TPCÂë,16320,,NA
79,19571.49805,21.982,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
80,20628.69238,37.256,04B6K2,2016/1/7 14:07,,NA,NA,,,,,NA,,NA
81,20743.67506,17.084,04B6K2,2016/1/7 14:53,,NA,NA,,,,,NA,,NA
82,19544.43654,71.182,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
83,20718.98633,5226.273,04B6K2,2016/1/9 19:19,8PSK,398.689,0,·ñ,·ñ,,,NA,,NA
84,20567.68262,2630.113,04B6K2,2016/1/7 14:53,,NA,NA,,,,,NA,,NA
85,20537.65442,83.521,04B6K2,2016/1/9 19:19,,NA,NA,,,,,NA,,NA
86,12185.29834,270.862,04N2K1,2016/1/28 18:14,QPSK,292.568,512000,·ñ,·ñ,,TPCÂë,NA,IBS,NA
87,11744.81543,124.26,04N2K1,2016/1/10 18:12,,0,0,,,ÊÇ,,NA,,NA
88,19479.00586,15.153,04N2K1,2016/1/7 11:01,8PSK,21.748,0,·ñ,·ñ,,,NA,,NA
89,19487,16.948,04N2K1,2016/1/7 11:01,8PSK,8.676,0,·ñ,·ñ,,,NA,,NA
90,19545.77051,397.814,04N2K1,2016/1/7 11:01,8PSK,264.536,0,·ñ,·ñ,,,NA,,NA
91,19543.62598,330.884,04N2K1,2016/1/7 11:01,BPSK,345.555,0,·ñ,·ñ,,,NA,,NA
92,19466.51758,60.2,04N2K1,2016/1/7 11:01,8PSK,68.963,0,·ñ,·ñ,,,NA,,NA
93,19463.18359,32.192,04N2K1,2016/1/7 11:01,8PSK,47.461,0,·ñ,·ñ,,,NA,,NA
94,19542.29004,315.669,04N2K1,2016/1/7 11:01,8PSK,136.667,0,·ñ,·ñ,,,NA,,NA
95,19535.00098,34.194,04N2K1,2016/1/7 11:01,8PSK,11.603,0,·ñ,·ñ,,,NA,,NA
96,19543.12995,448.923,04N2K1,2016/1/7 11:01,8PSK,316.471,0,·ñ,·ñ,,,NA,,NA
97,19465.23633,69.838,04N2K1,2016/1/7 11:01,QPSK,25.792,0,·ñ,·ñ,,,NA,,NA
98,19528.26563,132.167,04N2K1,2016/1/7 11:01,8PSK,119.485,0,·ñ,·ñ,,,NA,,NA
99,19467.52344,64.144,04N2K1,2016/1/7 11:01,QPSK,45.155,0,·ñ,·ñ,,,NA,,NA
100,12099.3208,302.953,04N2K1,2016/1/5 18:06,BPSK,436.145,0,·ñ,·ñ,,,NA,,NA
101,19474.52637,21.513,04N2K1,2016/1/7 8:12,,0,0,,,,,NA,,NA
102,19511.39551,22.132,04N2K1,2016/1/6 7:59,,0,0,,,,,NA,,NA
103,20627.72949,135.768,04N2K1,2016/1/5 18:13,,NA,NA,,,,,NA,,NA
104,20576.58594,50.277,04B6K2,2016/1/5 20:05,,NA,NA,,,,,NA,,NA
105,18981.97559,390.152,04N2K1,2016/1/6 3:47,8PSK,455.108,0,·ñ,·ñ,,,NA,,NA
106,12099.3457,275.361,04N2K1,2016/1/6 22:10,BPSK,436.145,0,·ñ,·ñ,,,NA,,NA
107,20576.98731,87.715,04N2K1,2016/1/5 22:21,8PSK,220.917,0,·ñ,·ñ,,,NA,,NA
108,19531.75684,103.278,04N2K1,2016/1/6 7:59,QPSK,113.048,0,·ñ,·ñ,,,NA,,NA
109,19101.67578,115.481,04N2K1,2016/1/6 12:29,,NA,NA,,,,,NA,,NA
110,18994.99414,257.84,04N2K1,2016/1/5 22:03,8PSK,390.095,0,·ñ,·ñ,,,NA,,NA
111,19548.3877,58.685,04N2K1,2016/1/5 22:24,,NA,NA,,,,,NA,,NA
112,20608.79297,68.372,04N2K1,2016/1/5 22:25,,NA,NA,,,,,NA,,NA
113,19452.12012,42.344,04B6K2,2016/1/5 23:07,,NA,NA,,,,,NA,,NA
114,12193.32715,29.102,04N2K1,2016/1/7 11:01,8PSK,91.339,0,·ñ,·ñ,,,NA,,NA
115,12112.63184,248.35,04N2K1,2016/2/2 10:46,QPSK,273.064,384000,·ñ,·ñ,,TPCÂë,NA,IBS,NA
116,20689.00977,665.072,04N2K1,2016/1/5 23:44,QPSK,799.838,NA,,,ÊÇ,,NA,,NA
117,19452.11523,40.478,04N2K1,2016/1/5 23:45,,0,NA,,,ÊÇ,,NA,,NA
118,19464.875,34.314,04B6K2,2016/1/8 23:52,8PSK,72.833,0,·ñ,·ñ,,,NA,,NA
119,20576.58691,39.756,04B6K2,2016/1/6 2:17,,NA,NA,,,,,NA,,NA
120,20608.78223,52.34,04B6K2,2016/1/5 23:53,QPSK,537.595,768000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
121,20577.00488,41.522,04B6K2,2016/1/6 13:38,,NA,NA,,,,,NA,,NA
122,18995.0127,192.644,04N2K1,2016/1/7 11:01,8PSK,390.095,0,·ñ,·ñ,,,NA,,NA
123,11839.21997,1260.467,04N2K1,2016/1/7 11:01,8PSK,1759.433,0,·ñ,·ñ,,,NA,,NA
124,11795.0271,153.457,04N2K1,2016/1/12 23:53,8PSK,173.318,0,·ñ,·ñ,,,NA,,NA
125,19464.88477,26.722,04N2K1,2016/1/6 1:15,8PSK,17.787,0,·ñ,·ñ,,,NA,,NA
126,19467.30176,55.488,04N2K1,2016/1/6 5:28,BPSK,33.914,0,·ñ,·ñ,,,NA,,NA
127,19099.9541,84.281,04N2K1,2016/1/6 4:04,,87.509,0,·ñ,·ñ,,,NA,,NA
128,19466.34961,54.192,04N2K1,2016/1/6 7:59,,NA,NA,,,,,NA,,NA
129,19467.44727,80.709,04N2K1,2016/1/6 7:59,,NA,NA,,,,,NA,,NA
130,19469.78906,98.232,04N2K1,2016/1/6 6:51,,NA,NA,,,,,NA,,NA
131,20579.24609,142.953,04N2K1,2016/1/6 2:34,8PSK,615.479,0,·ñ,·ñ,,,NA,,NA
132,18953.10742,198.489,04N2K1,2016/1/6 13:53,,NA,NA,,,,,NA,,NA
133,11657.00537,2683.158,04B6K2,2016/1/10 10:06,QPSK,2999.969,0,·ñ,·ñ,,,NA,,NA
134,20580.01074,95.724,04N2K1,2016/1/6 13:44,,0,0,,,,,NA,,NA
135,20579.24805,110.225,04N2K1,2016/1/6 12:20,8PSK,615.479,0,·ñ,·ñ,,,NA,,NA
136,11593.80664,727.399,04N2K1,2016/2/2 12:32,8PSK,910.209,0,·ñ,·ñ,,,NA,,NA
137,19000.61035,188.075,04N2K1,2016/1/6 12:11,8PSK,195.048,0,·ñ,·ñ,,,NA,,NA
138,20570.61231,155.021,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
139,20608.77246,29.616,04B6K2,2016/1/6 5:19,QPSK,537.595,768000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
140,19500.18066,57.688,04B6K2,2016/1/6 18:56,,NA,NA,,,,,NA,,NA
141,20627.68164,61.402,04N2K1,2016/1/6 5:30,,NA,NA,,,,,NA,,NA
142,20575.40137,255.539,04N2K1,2016/1/24 22:28,QPSK,102.405,0,·ñ,·ñ,,,NA,,NA
143,19498.15527,470.074,04B6K2,2016/1/8 20:00,BPSK,146.961,0,·ñ,·ñ,,,NA,,NA
144,11929.93848,127.559,04N2K1,2016/1/7 21:00,,NA,NA,,,,,NA,,NA
145,20585.44336,258.076,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
146,20529.8125,308.741,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
147,19465.28077,66.437,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
148,19464.56989,100.604,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
149,19470.14648,81.433,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
150,19463.59421,66.437,04N2K1,2016/1/7 11:01,,NA,NA,,,,,NA,,NA
151,19464.69922,85.924,04B6K2,2016/1/7 15:33,QPSK,56.523,0,·ñ,·ñ,,,NA,,NA
152,19495.68848,54.912,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
153,19605.50977,28.403,04B6K2,2016/1/7 17:10,,NA,NA,,,,,NA,,NA
154,11695.73853,24.843,04N2K1,2016/1/7 11:01,8PSK,1310.502,0,·ñ,·ñ,,,NA,,NA
155,20631.41797,67.781,04N2K1,2016/1/7 11:01,QPSK,66.702,0,·ñ,·ñ,,,NA,,NA
156,20632.12109,529.643,04N2K1,2016/1/7 11:01,QPSK,707.671,0,·ñ,·ñ,,,NA,,NA
157,19099.29981,110.53,04N2K1,2016/1/7 11:01,QPSK,87.509,0,·ñ,·ñ,,,NA,,NA
158,19099.7041,115.879,04N2K1,2016/1/7 11:01,QPSK,164.078,0,·ñ,·ñ,,,NA,,NA
159,20580.00977,81.684,04N2K1,2016/2/5 11:53,,0,0,,,ÊÇ,,NA,,NA
160,11772.12061,212.499,04N2K1,2016/2/2 12:32,QPSK,217.08,320000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
161,11789.63062,133.533,04N2K1,2016/1/21 10:29,8PSK,144.721,0,·ñ,·ñ,,,NA,,NA
162,20683.47852,20.15,04B6K2,2016/1/9 20:36,8PSK,15.836,0,·ñ,·ñ,,,NA,,NA
163,19453.29883,46.063,04N2K1,2016/1/7 11:01,8PSK,37.999,0,·ñ,·ñ,,,NA,,NA
164,19472.48438,16.3,04N2K1,2016/1/7 11:01,SQPSK£¨OQPSK£©,16.036,0,·ñ,·ñ,,,NA,,NA
165,19605.50391,34.221,04N2K1,2016/1/7 11:01,QPSK,41.156,0,·ñ,·ñ,ÊÇ,,NA,,NA
166,19465.40527,39.729,04N2K1,2016/1/7 11:01,QPSK,22.609,0,·ñ,·ñ,,,NA,,NA
167,19464.70215,54.357,04N2K1,2016/1/7 11:01,8PSK,80.649,0,·ñ,·ñ,,,NA,,NA
168,19527.12988,106.422,04N2K1,2016/1/7 11:01,8PSK,113.046,0,·ñ,·ñ,,,NA,,NA
169,19101.43359,108.272,04N2K1,2016/1/7 11:01,QPSK,262.525,0,·ñ,·ñ,,,NA,,NA
170,18953.82422,279.519,04N2K1,2016/1/7 11:01,8PSK,260.95,0,·ñ,·ñ,,,NA,,NA
171,19605.50781,28.679,04B6K2,2016/1/7 16:24,,NA,NA,,,,,NA,,NA
172,20608.21191,131.672,04N2K1,2016/1/7 11:01,QPSK,135.539,0,·ñ,·ñ,,,NA,,NA
173,19497.96777,6716.214,04N2K1,2016/1/7 11:01,8PSK,4487.879,0,·ñ,·ñ,,,NA,,NA
174,19546.40918,479.099,04N2K1,2016/1/7 11:01,QPSK,565.23,0,·ñ,·ñ,,,NA,,NA
175,19102.67969,94.076,04N2K1,2016/1/7 11:01,BPSK,87.509,0,·ñ,·ñ,,,NA,,NA
176,20569.80371,216.849,04N2K1,2016/1/7 11:01,QPSK,268.797,0,·ñ,·ñ,,,NA,,NA
177,19102.45606,150.993,04N2K1,2016/1/7 11:01,8PSK,77.59,0,·ñ,·ñ,,,NA,,NA
178,19469.38477,26.463,04N2K1,2016/1/7 11:01,8PSK,22.609,0,·ñ,·ñ,,,NA,,NA
179,19647.96973,1283.095,04N2K1,2016/1/7 11:01,,0,0,,,ÊÇ,,NA,,NA
180,20495.06152,553.003,04N2K1,2016/1/7 11:01,8PSK,443.966,0,·ñ,·ñ,,,NA,,NA
181,19101.7793,140.433,04N2K1,2016/1/7 11:01,8PSK,87.508,0,·ñ,·ñ,,,NA,,NA
182,18954.05176,199.87,04N2K1,2016/1/7 11:01,,0,0,,,ÊÇ,,NA,,NA
183,20627.82227,145.114,04N2K1,2016/2/5 12:04,BPSK,186.181,93000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
184,19467.00195,65.298,04B6K2,2016/1/9 20:36,BPSK,146.961,73000,·ñ,·ñ,,·ÇÏµÍ³¾í»ýÂë,NA,V35,NA
185,19465.36816,35.928,04B6K2,2016/1/8 17:39,QPSK,33.914,0,·ñ,·ñ,,,NA,,NA
186,20577.46289,24.693,04B6K2,2016/1/9 11:45,QPSK,699.634,NA,,,ÊÇ,,NA,,NA
187,12185.90088,19.096,04N2K1,2016/1/5 19:31,BPSK,21.21,0,·ñ,·ñ,,,NA,,NA
188,19464.3125,24.399,04N2K1,2016/1/5 16:47,8PSK,58.492,0,·ñ,·ñ,,,NA,,NA
189,12030.08154,70.611,04N2K1,2016/1/5 22:24,,NA,NA,,,,,NA,,NA
190,19548.36328,112.21,04N2K1,2016/1/5 16:49,,NA,NA,,,,,NA,,NA
191,12029.34326,121.26,04N2K1,2016/1/5 16:49,,NA,NA,,,,,NA,,NA
192,19465.87598,36.723,04B6K2,2016/1/6 9:00,8PSK,169.569,0,·ñ,·ñ,,,NA,,NA
193,20572.85449,2245.744,04B6K2,2016/1/5 19:21,,NA,NA,,,,,NA,,NA
194,19465.7832,18.343,04N2K1,2016/1/5 19:32,8PSK,20.321,0,·ñ,·ñ,,,NA,,NA
195,19463.94824,27.475,04N2K1,2016/1/6 15:15,8PSK,17.219,0,·ñ,·ñ,,,NA,,NA
196,20608.83301,159.9,04N2K1,2016/1/5 19:37,,NA,NA,,,,,NA,,NA
197,20628.50977,181.961,04B6K2,2016/1/5 20:07,,NA,NA,,,,,NA,,NA
198,20576.65039,79.455,04N2K1,2016/1/6 3:42,8PSK,238.666,0,·ñ,·ñ,,,NA,,NA
199,18994.98145,297.818,04N2K1,2016/1/5 20:40,8PSK,390.095,0,·ñ,·ñ,,,NA,,NA
200,19647.45606,664.222,04N2K1,2016/1/5 21:01,,NA,NA,,,,,NA,,NA
201,19470.40184,59.793,04N2K1,2016/1/5 22:25,,NA,NA,,,,,NA,,NA
202,19618.09668,3553.572,04N2K1,2016/1/5 22:25,,NA,NA,,,,,NA,,NA
203,20604.54688,376.661,04B6K2,2016/1/7 7:06,QPSK,414.66,NA,,,ÊÇ,,NA,,NA
204,18981.98438,420.429,04N2K1,2016/1/6 10:46,8PSK,455.108,0,·ñ,·ñ,,,NA,,NA
205,12053.81787,334.215,04N2K1,2016/2/2 1:41,QPSK,348.916,512000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
206,11748.93164,360.425,04N2K1,2016/2/1 19:27,16QAM,383.994,0,·ñ,·ñ,,,NA,,NA
207,19463.37305,72.865,04B6K2,2016/1/6 10:37,,NA,NA,,,,,NA,,NA
208,12090.28418,2852.425,04N2K1,2016/1/7 7:54,QPSK,2884.973,0,·ñ,·ñ,,,NA,,NA
209,11574.40137,211.84,04N2K1,2016/1/6 17:56,8PSK,227.556,0,·ñ,·ñ,,,NA,,NA
210,11898.30566,141.061,04N2K1,2016/1/7 20:58,8PSK,145.067,0,·ñ,·ñ,,,NA,,NA
211,11562.16357,256.825,04N2K1,2016/1/7 5:29,8PSK,341.108,0,·ñ,·ñ,,,NA,,NA
212,19645.78809,599.518,04N2K1,2016/1/6 7:59,,0,0,,,,,NA,,NA
213,20628.72266,386.62,04N2K1,2016/1/6 12:31,,NA,NA,,,,,NA,,NA
214,20586.84319,279.034,04N2K1,2016/1/6 15:19,,NA,NA,,,,,NA,,NA
215,20632.40527,94.864,04B6K2,2016/1/9 20:23,,NA,NA,,,,,NA,,NA
216,20631.87988,141.216,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
217,20632.26367,31.846,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
218,20628.57041,21.829,04B6K2,2016/1/6 12:54,,NA,NA,,,,,NA,,NA
219,20628.66105,23.727,04B6K2,2016/1/6 12:54,,NA,NA,,,,,NA,,NA
220,11806.64185,518.687,04N2K1,2016/1/6 17:41,8PSK,606.819,0,·ñ,·ñ,,,NA,,NA
221,11955.1294,142.348,04N2K1,2016/1/6 16:36,QPSK,151.704,0,·ñ,·ñ,ÊÇ,,NA,,NA
222,11974.83108,286.532,04N2K1,2016/2/2 12:32,,0,0,,,,,NA,,NA
223,12171.24268,84.35,04N2K1,2016/2/2 12:32,QPSK,85.334,128000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
224,19546.40918,479.099,04N2K1,2016/1/7 11:01,QPSK,264.536,396000,·ñ,·ñ,,TPCÂë,NA,IBS,NA
225,19471.0127,61.668,04N2K1,2016/1/7 11:01,8PSK,70.04,0,·ñ,·ñ,,,NA,,NA
226,19465.08594,63.21,04N2K1,2016/1/7 11:01,8PSK,50.005,0,·ñ,·ñ,,,NA,,NA
227,19545.4043,541.061,04N2K1,2016/1/7 11:01,QPSK,264.536,0,·ñ,·ñ,,,NA,,NA
228,19463.51953,60.227,04N2K1,2016/1/7 11:01,QPSK,53.669,0,·ñ,·ñ,,,NA,,NA
229,19547.62962,143.314,04N2K1,2016/1/7 11:01,,162.915,0,·ñ,·ñ,,,NA,,NA
230,20569.4082,257.585,04N2K1,2016/1/8 14:07,QPSK,114.932,0,·ñ,·ñ,,,NA,,NA
231,19020.99902,30.371,04N2K1,2016/1/7 11:01,QPSK,24.469,0,·ñ,·ñ,,,NA,,NA
232,20539.89063,66.816,04N2K1,2016/1/17 4:15,8PSK,104.227,0,·ñ,·ñ,,,NA,,NA
233,11735.71069,134.024,04N2K1,2016/1/9 19:01,,0,0,,,,,NA,,NA
234,11802.96041,16.135,04N2K1,2016/1/7 11:01,QPSK,14.17,0,·ñ,·ñ,,,NA,,NA
235,11804.38892,15.186,04N2K1,2016/1/7 11:01,QPSK,8.919,0,·ñ,·ñ,,,NA,,NA
236,20610.03613,519.86,04N2K1,2016/1/8 14:06,QPSK,393.961,0,·ñ,·ñ,,,NA,,NA
237,19463.9375,19.122,04B6K2,2016/1/9 20:36,,NA,NA,,,,,NA,,NA
238,12085.45288,746.27,04N2K1,2016/2/2 3:12,QPSK,785.062,1152000,·ñ,·ñ,,TPCÂë,NA,"12,9,3,2,0",NA
239,19451.82715,17.164,04N2K1,2016/1/7 11:01,8PSK,21.635,0,·ñ,·ñ,,,NA,,NA
240,19479.00586,15.153,04N2K1,2016/1/7 11:01,QPSK,11.57,0,·ñ,·ñ,,,NA,,NA
241,19487,16.948,04N2K1,2016/1/7 11:01,8PSK,12.307,0,·ñ,·ñ,,,NA,,NA
242,19528.26563,132.167,04N2K1,2016/1/7 11:01,QPSK,56.821,0,·ñ,·ñ,,,NA,,NA
243,19467.52344,64.144,04N2K1,2016/1/7 11:01,8PSK,59.664,0,·ñ,·ñ,,,NA,,NA
244,19469.25195,33.674,04N2K1,2016/1/7 11:01,8PSK,28.912,0,·ñ,·ñ,,,NA,,NA
245,19471.0127,61.668,04N2K1,2016/1/7 11:01,BPSK,41.688,0,·ñ,·ñ,,,NA,,NA
246,19465.08594,63.21,04N2K1,2016/1/7 11:01,QPSK,59.163,0,·ñ,·ñ,,,NA,,NA
247,19463.59421,66.437,04N2K1,2016/1/7 11:01,QPSK,40.522,0,·ñ,·ñ,,,NA,,NA
248,19466.79297,46.759,04B6K2,2016/1/8 20:46,8PSK,214.789,0,·ñ,·ñ,,,NA,,NA
